X,Y,address,city,zip,phone,website,island,district,principal,objectid,fax,grade_from,grade_to,complex,complex_area,charter,sch_code,sch_name,sch_type,Enrollment,Teachers,AdminFTE,In list
-157.9360315,21.34063742,520 Main Street,Honolulu,96818,808.307.4400,http://nimitzelementary.hidoe.us/,Oahu,Central,Marcy Ann  Kagami,220,808.421.4170,K,6,Radford,Aiea-Moanalua-Radford,0,221,Nimitz Elem School,Elementary,539,42,5,TRUE
-157.740416,21.28538102,310 Halemaumau Street,Honolulu,96821,808.377.2440,http://www.niuvalleymiddle.org/,Oahu,Honolulu,Laura L  Ahn,221,808.377.2444,6,8,Kaiser,Farrington-Kaiser-Kalani,0,139,Niu Valley Middle School,Middle,742,44,15,TRUE
-157.8115846,21.30655832,2655 Woodlawn Drive,Honolulu,96822,808.988.1858,http://www.nes.k12.hi.us/,Oahu,Honolulu,Bryan A  Gusman,222,808.988.1855,K,5,Roosevelt,Kaimuki-McKinley-Roosevelt,0,140,Noelani Elem School,Elementary,411,26,4,TRUE
-157.835023,21.336122,3055 Puiwa Lane,Honolulu,96817,808.595.5422,http://www.nuuanu.k12.hi.us/,Oahu,Honolulu,James Akira  Toyooka,223,808.595.5425,K,5,Roosevelt,Kaimuki-McKinley-Roosevelt,0,141,Nuuanu Elem School,Elementary,337,23,3,TRUE
-157.749175,21.37711533,42-522 Kalanianaole Highway,Kailua,96734,808.266.7866,http://www.olomanaschoolhi.k12.hi.us/,Oahu,Windward,Lisa Anne   Delong,224,808.266.7873,7,12,Kailua,Kailua-Kalaheo,0,475,Olomana School,Intermediate,68,38,8,TRUE
-155.373292,20.04033492,43-1497 Old Main Road,Paauilo,96776,808.776.7710,http://www.paauiloschool.org/,Hawaii,Hawaii,Michelle Wendy Miranda  Barber,225,808.776.7714,K,9,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,0,382,Paauilo Elem & Inter School,Elementary-Middle,190,16,4,TRUE
-154.9425123,19.49245921,15-3030 Pahoa Village Road,Pahoa,96778,808.313.4400,,Hawaii,Hawaii,Michelle   Payne-Arakaki,226,808.965.2180,K,6,Pahoa,Kau-Keaau-Pahoa,0,381,Pahoa Elem School,Elementary,363,22,7,TRUE
-154.9425123,19.49245921,15-3038 Puna Road,Pahoa,96778,808.965.2150,http://pahoahis.org/,Hawaii,Hawaii,Darlene   Bee,227,808.965.2153,7,12,Pahoa,Kau-Keaau-Pahoa,0,383,Pahoa High & Inter School,Intermediate,713,41,11,TRUE
-156.3630501,20.89946751,955 Baldwin Avenue,Paia,96779,808.579.2100,http://paiaelementary.com,Maui,Maui,Leona Kehaulani  Luuwai,228,808.579.2103,K,5,Kekaulike,Baldwin-Kekaulike-Maui,0,422,Paia Elem School,Elementary,378,29,4,TRUE
-157.953196,21.42577798,2306 Auhuhu Street,Pearl City,96782,808.453.6550,http://www.palisades.hidoe.us,Oahu,Leeward,Gavin A  Tsue,229,808.453.5910,K,6,Pearl City,Pearl City-Waipahu,0,264,Palisades Elem School,Elementary,397,28,4,TRUE
-157.7914975,21.29975171,2106 10th Avenue,Honolulu,96816,808.733.4700,http://www.paloloelementary.com,Oahu,Honolulu,Gary H  Harada,230,808.733.4708,K,5,Kaimuki,Kaimuki-McKinley-Roosevelt,0,142,Palolo Elem School,Elementary,267,24,3,TRUE
-157.7989925,21.4135246,45-259 Waikalua Road,Kaneohe,96744,808.233.5686,http://benjaminparkerschool.weebly.com/,Oahu,Windward,Kathy K  Kahikina,231,808.233.5689,K,6,Castle,Castle-Kahuku,0,323,Parker Elem School,Elementary,262,28,5,TRUE
-157.843496,21.318569,2301 Pauoa Road,Honolulu,96813,808.587.4500,http://pauoa.k12.hi.us/,Oahu,Honolulu,Dale M  Arakaki,232,808.587.4506,K,5,Roosevelt,Kaimuki-McKinley-Roosevelt,0,143,Pauoa Elem School,Elementary,349,22,3,TRUE
-157.972147,21.395314,1090 Waimano Home Road,Pearl City,96782,808.453.6455,http://www.pearlcity-es.org/,Oahu,Leeward,Susan Kay M  Hirokane,233,808.453.6467,K,6,Pearl City,Pearl City-Waipahu,0,265,Pearl City Elem School,Elementary,424,29,4,TRUE
-157.9554589,21.41364438,2100 Hookiekie Street,Pearl City,96782,808.307.5500,http://www.pchs.k12.hi.us,Oahu,Leeward,Joseph S  Halfmann,234,808.453.6521,9,12,Pearl City,Pearl City-Waipahu,0,266,Pearl City High School,High,1599,102,19,TRUE
-157.9660024,21.40376455,1419 Waimano Home Road,Pearl City,96782,808.453.6470,http://www.pches.org/,Oahu,Leeward,Zachary D  Sheets,235,808.453.6472,K,6,Pearl City,Pearl City-Waipahu,0,267,Pearl City Highlands Elem,Elementary,530,30,5,TRUE
-157.931022,21.34480408,1 Moanalua Ridge,Honolulu,96818,808.421.4125,http://www.pearlharborelementary.org/,Oahu,Central,Shannon Lee  Tamashiro,236,808.421.4128,K,6,Radford,Aiea-Moanalua-Radford,0,222,Pearl Harbor Elem School,Elementary,446,43,6,TRUE
-157.9373029,21.34845137,1 C Avenue,Honolulu,96818,808.421.4245,https://www.pearlharborkai.org/,Oahu,Central,Dean M  Casupang,237,808.421.4248,K,6,Radford,Aiea-Moanalua-Radford,0,223,Pearl Harbor Kai Elem School,Elementary,340,33,5,TRUE
-157.9452599,21.38778583,98-940 Moanalua Road,Aiea,96701,808.305.9300,http://pearlrid.k12.hi.us,Oahu,Central,Blaine Toshio  Takeguchi,238,808.483.7255,K,6,Aiea,Aiea-Moanalua-Radford,0,243,Pearl Ridge Elem School,Elementary,435,32,6,TRUE
-158.009712,21.31576198,91-750 Fort Weaver Road,Ewa Beach,96706,808.307.2000,http://www.pohakea.k12.hi.us,Oahu,Leeward,Judith S  Wong,239,808.689.1293,K,6,Campbell,Campbell-Kapolei,0,269,Pohakea Elem School,Elementary,452,29,5,TRUE
-156.4866093,20.86462035,4650 S. Kamehameha Avenue,Kahului,96732,808.873.3410,http://pomaikai.k12.hi.us/,Maui,Maui,Timothy A  Shim,240,808.873.3414,K,5,Maui,Baldwin-Kekaulike-Maui,0,433,Pomaikai Elem School,Elementary,539,42,3,TRUE
-157.6938284,21.32788469,41-133 Huli Street,Waimanalo,96795,808.259.0450,https://www.pope.k12.hi.us/,Oahu,Windward,Aaron K H  Okumura,241,808.259.0452,K,6,Kailua,Kailua-Kalaheo,0,324,Pope Elem School,Elementary,189,18,3,TRUE
-156.3462911,20.83934114,2945 Iolani Street,Pukalani,96768,808.573.8760,https://www.pukalanies.k12.hi.us,Maui,Maui,Ty Toshio  Ogasawara,242,808.573.8766,K,5,Kekaulike,Baldwin-Kekaulike-Maui,0,426,Pukalani Elem School,Elementary,429,31,5,TRUE
-157.7898978,21.4093813,45-233 Kulauli Street,Kaneohe,96744,808.305.5900,http://puohala.weebly.com/,Oahu,Windward,Shawna Noel Makala  Paakaula,243,808.233.5663,K,6,Castle,Castle-Kahuku,0,314,Puohala Elem School,Elementary,269,20,4,TRUE
-156.5080635,20.87670198,3700 Kehalani Mauka Parkway,Wailuku,96793,808.727.3000,https://puukukui.k12.hi.us/,Maui,Maui,Chad M  Okamoto,244,808.727.3120,K,5,Baldwin,Baldwin-Kekaulike-Maui,0,436,Puu Kukui Elem School,Elementary,685,45,6,TRUE
-157.884514,21.32734598,345 Puuhale Road,Honolulu,96819,808.832.3190,https://puuhaleschool.com/,Oahu,Honolulu,Arnie A  Kikkawa,245,808.832.3195,K,5,Farrington,Farrington-Kaiser-Kalani,0,145,Puuhale Elem School,Elementary,258,23,3,TRUE
-157.9272585,21.35960273,4361 Salt Lake Blvd.,Honolulu,96818,808.421.4200,http://www.radfordhs.org/,Oahu,Central,James L  Sunday,246,808.421.4210,9,12,Radford,Aiea-Moanalua-Radford,0,224,Radford High School,High,1205,77,14,TRUE
-157.9003339,21.36872945,1265 Ala Kula Place,Honolulu,96819,808.305.1530,http://www.redhillelementary.org,Oahu,Central,Komarey Reuth Kao  Moss,247,808.831.7861,K,6,Moanalua,Aiea-Moanalua-Radford,0,225,Red Hill Elem School,Elementary,431,32,3,TRUE
-157.837607,21.31124099,1120 Nehoa Street,Honolulu,96822,808.587.4600,http://www.roosevelthigh.org/,Oahu,Honolulu,Sean J E  Wong,248,808.587.4637,9,12,Roosevelt,Kaimuki-McKinley-Roosevelt,0,146,Roosevelt High School,High,1441,80,18,TRUE
-157.8540315,21.31232582,1519 Queen Emma Street,Honolulu,96813,808.587.4510,http://www.royalschoolk5.org/,Oahu,Honolulu,Eleanor Mae  Gonsalves,249,808.587.4518,K,5,McKinley,Kaimuki-McKinley-Roosevelt,0,147,Royal Elem School,Elementary,312,26,4,TRUE
-157.9123963,21.35087489,1131 Ala Lilikoi Street,Honolulu,96818,808.305.1600,http://www.saltlake.k12.hi.us/,Oahu,Central,Duwayne Fujio   Abe,250,808.831.7873,K,6,Moanalua,Aiea-Moanalua-Radford,0,239,Salt Lake Elem School,Elementary,656,44,9,TRUE
-157.933472,21.38253499,98-1230 Moanalua Road,Aiea,96701,808.483.7220,http://www.alvahscott.org/,Oahu,Central,Sandra J  Watanabe,251,808.483.7223,K,6,Aiea,Aiea-Moanalua-Radford,0,227,Scott Elem School,Elementary,443,30,5,TRUE
-157.790977,21.27149698,845 22nd Ave.,Honolulu,96816,808.677.3377,http://www.seeqs.org/,Oahu,Honolulu,Buffy Cushman-Patz,252,,6,8,Kalani,Farrington-Kaiser-Kalani,1,567,SEEQS - PCS,Middle,182,,,FALSE
-157.8890286,21.33697187,2 Fort Shafter,Honolulu,96819,808.305.1500,https://www.shafterelementary.com/,Oahu,Central,Corey Melvin  Barton,253,808.832.3562,K,6,Moanalua,Aiea-Moanalua-Radford,0,228,Shafter Elem School,Elementary,392,28,3.5,TRUE
-158.0737895,21.49163997,211 Carpenter Street,Wahiawa,96786,808.305.1800,http://www.solomonelementary.org,Oahu,Central,Thomas Franklin  Swan,254,808.624.9505,K,5,Leilehua,Leilehua-Mililani-Waialua,0,226,Solomon Elem School,Elementary,703,64,10,TRUE
-157.8415202,21.31005571,1202 Prospect Street,Honolulu,96822,808.587.4520,https://www.rlsms.k12.hi.us/,Oahu,Honolulu,Katherine B  Balatico,255,808.587.4523,6,8,Roosevelt,Kaimuki-McKinley-Roosevelt,0,148,Stevenson Middle School,Middle,629,43,8,TRUE
-158.0509038,21.66422951,59-360 Kamehameha Highway,Haleiwa,96712,808.307.1000,http://www.sunset.k12.hi.us/,Oahu,Windward,Eliza Claire  Elkington,256,808.638.8789,K,6,Kahuku,Castle-Kahuku,0,325,Sunset Beach Elem School,Elementary,384,28,3,TRUE
-157.822719,21.29799302,1776 University Avenue  UHS Bldg 3  #121,Honolulu,96822,808.956.7833,http://www.universitylaboratoryschool.org/,Oahu,Honolulu,Keoni Jeremiah,257,808.956.7260,K,12,Roosevelt,Kaimuki-McKinley-Roosevelt,1,543,University Laboratory School,Elementary-Middle-High,449,,,FALSE
-155.2415966,19.42366374,99-128 Old Volcano Road,Volcano,96785,808.985.9800,http://volcanoschool.com/,Hawaii,Hawaii,Kalima Kinney,258,808.985.9898,PreK,8,Keaau,Kau-Keaau-Pahoa,1,560,Volcano School of Arts & Sci,Elementary-Middle,266,,,FALSE
-157.823028,21.29583225,2428 Wilder Avenue,Honolulu,96822,808.521.9770,http://voyagerschool.com,Oahu,Honolulu,Evan Anderson,259,808.521.9772,K,7,McKinley,Kaimuki-McKinley-Roosevelt,1,541,Voyager - PCS,Elementary-Middle,284,,,FALSE
-158.0178665,21.5041435,1402 Glen Avenue,Wahiawa,96786,808.622.6393,http://wes.k12.hi.us/,Oahu,Central,Jamie Y  Oshiro,260,808.622.6394,K,5,Leilehua,Leilehua-Mililani-Waialua,0,229,Wahiawa Elem School,Elementary,408,33,6,TRUE
-158.0176457,21.49446793,275 Rose Street,Wahiawa,96786,808.305.3300,http://wahiawamiddle.com,Oahu,Central,Ursula Ann  Kawaguchi,261,808.622.6506,6,8,Leilehua,Leilehua-Mililani-Waialua,0,230,Wahiawa Middle School,Middle,717,56,9,TRUE
-157.8522633,21.48269965,48-215 Waiahole Valley Road,Kaneohe,96744,808.239.3111,http://www.waiahole.org/,Oahu,Windward,Alexandra P  Obra,262,808.239.3113,K,6,Castle,Castle-Kahuku,0,326,Waiahole Elem School,Elementary,103,11,2,TRUE
-155.0746075,19.69446537,180 West Puainako Street,Hilo,96720,808.981.7215,http://www.waiakeaelementary.org/,Hawaii,Hawaii,Ken K  Watanabe,263,808.981.7218,K,5,Waiakea,Hilo-Waiakea,0,384,Waiakea Elem School,Elementary,805,58,6,TRUE
-155.0774655,19.70076217,155 W. Kawili Street,Hilo,96720,808.974.4888,http://waiakeahigh.k12.hi.us/,Hawaii,Hawaii,Kelcy K  Koga,264,808.974.4880,9,12,Waiakea,Hilo-Waiakea,0,389,Waiakea High School,High,1266,80,13,TRUE
-155.0772935,19.69426521,200 West Puainako Street,Hilo,96720,808.981.7231,http://www.waiakeatitans.org/,Hawaii,Hawaii,Lisa N M  Souza,265,808.981.7237,6,8,Waiakea,Hilo-Waiakea,0,385,Waiakea Inter School,Middle,799,57,10,TRUE
-155.0674491,19.68366747,2420 Kilauea Avenue,Hilo,96720,808.981.7200,http://www.waiakeawaena-elementary.com/,Hawaii,Hawaii,Kasie Puahala Torres  Kaleohano,266,808.981.7205,K,5,Waiakea,Hilo-Waiakea,0,386,Waiakeawaena Elem School,Elementary,683,51,5,TRUE
-157.7927971,21.27644859,1045 19th Avenue,Honolulu,96816,808.733.4880,http://www.waialae.edu/,Oahu,Honolulu,John Constantinou,267,808.733.4886,PreK,5,Kalani,Farrington-Kaiser-Kalani,1,149,Waialae Elem School - PCS,Elementary,434,,,FALSE
-158.1212734,21.57621185,67-020 Waialua Beach Road,Waialua,96791,808.637.8228,http://www.waialuae.k12.hi.us,Oahu,Central,Scott B  Moore,268,808.637.8225,K,6,Waialua,Leilehua-Mililani-Waialua,0,231,Waialua Elem School,Elementary,466,33,5,TRUE
-158.125633,21.56561302,67-160 Farrington Highway,Waialua,96791,808.637.8200,http://www.whis.k12.hi.us/,Oahu,Central,Christine A  Alexander,269,808.637.8209,7,12,Waialua,Leilehua-Mililani-Waialua,0,232,Waialua High & Inter School,Intermediate,619,44,11,TRUE
-158.18425,21.44472963,85-220 McArthur Street,Waianae,96792,808.697.7083,http://wes.nwcomplex.org/,Oahu,Leeward,Ray Jeanine E D  Pikelny,270,808.697.7090,PreK,6,Waianae,Nanakuli-Waianae,0,270,Waianae Elem School,Elementary,448,36,4,TRUE
-158.1993995,21.45585673,85-251 Farrington Highway,Waianae,96792,808.697.7017,http://whs.nwcomplex.org/,Oahu,Leeward,Disa   Hauge,271,808.697.7018,9,12,Waianae,Nanakuli-Waianae,0,272,Waianae High School,High,1890,127,26,TRUE
-158.192333,21.45280698,85-626 Farrington Highway,Waianae,96792,808.697.7121,http://wis.nwcomplex.org/,Oahu,Leeward,John Charles  Wataoka,272,808.697.7124,7,8,Waianae,Nanakuli-Waianae,0,273,Waianae Inter School,Middle,716,60,9,TRUE
-157.9542504,21.39830135,98-450 Hookanike Street,Pearl City,96782,808.453.6530,http://www.waiauelementary.org,Oahu,Leeward,Troy Masao  Takazono,273,808.453.6541,K,6,Pearl City,Pearl City-Waipahu,0,288,Waiau Elem School,Elementary,466,35,4,TRUE
-156.513277,20.93440911,2125 Kahekili Highway,Wailuku,96793,808.727.5300,https://www.waihee.k12.hi.us/,Maui,Maui,Paula Masako  Inouye,274,808.984.5648,K,5,Baldwin,Baldwin-Kekaulike-Maui,0,424,Waihee Elem School,Elementary,570,39,5,TRUE
-158.0117333,21.40201344,94-1035 Kukula Street,Waipahu,96797,808.677.6100,http://www.waikelees.org,Oahu,Leeward,Sheldon S  Oshio,275,808.677.6106,K,6,Waipahu,Pearl City-Waipahu,0,290,Waikele Elem School,Elementary,499,41,5,TRUE
-157.8152145,21.26822532,3710 Leahi Avenue,Honolulu,96815,808.971.6900,www.waikikischool.org/,Oahu,Honolulu,Bonnie L  Tabor,276,808.971.6902,K,5,Kalani,Farrington-Kaiser-Kalani,0,150,Waikiki Elem School,Elementary,541,37,4.5,TRUE
-155.7893307,19.94617443,68-1730 Hooko Street,Waikoloa,96738,808.883.6808,http://www.waikoloaschool.org/,Hawaii,Hawaii,Kristine   Kosa-Correia,277,808.883.6811,K,8,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,0,393,Waikoloa School,Elementary-Middle,731,55,10,TRUE
-156.5051087,20.88279599,355 South High Street,Wailuku,96793,808.984.5622,http://wailuku.k12.hi.us,Maui,Maui,Nikan Alexander  Arapoff,278,808.984.5627,K,5,Baldwin,Baldwin-Kekaulike-Maui,0,425,Wailuku Elem School,Elementary,585,45,4,TRUE
-157.949689,21.39074251,98-825 Moanalua Road,Aiea,96701,808.307.4500,http://www.waimaluelementary.org,Oahu,Central,Glen Keiji  Iwamoto,279,808.483.7213,K,6,Aiea,Aiea-Moanalua-Radford,0,233,Waimalu Elem School,Elementary,365,36,5,TRUE
-157.7149847,21.34690239,41-1330 Kalanianaole Highway,Waimanalo,96795,808.259.0460,http://www.waimanaloschool.org/,Oahu,Windward,Noel R  Richardson,280,808.259.0463,K,8,Kailua,Kailua-Kalaheo,0,327,Waimanalo Elem & Inter School,Elementary-Middle,365,36,6,TRUE
-159.6725138,21.96019644,9555 Huakai Road,Waimea,96796,808.338.6830,http://www.waimeacanyonms.org/,Kauai,Kauai,Melissa Ptacek  Speetjens,281,808.338.6832,6,8,Waimea,Kapaa-Kauai-Waimea,0,464,Waimea Canyon School,Middle,485,32,6,TRUE
-155.6701618,20.01940665,67-1225 Mamalahoa Highway,Kamuela,96743,808.887.7636,http://www.waimeaelementary.k12.hi.us,Hawaii,Hawaii,Scott S  Tamura,282,808.887.7640,K,5,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,0,387,Waimea Elem School,Elementary,471,40,6,TRUE
-159.6687273,21.95732777,9707 Tsuchiya Road,Waimea,96796,808.338.6800,www.waimeahighschool.org,Kauai,Kauai,Mahina Leigh  Anguay,283,808.338.6807,9,12,Waimea,Kapaa-Kauai-Waimea,0,462,Waimea High School,High,758,43,9,TRUE
-155.6702265,20.01935812,67-1229 Mamalahoa Hwy.,Kamuela,96743,808.887.6090,http://waimeamiddleschool.org/,Hawaii,Hawaii,Janice English,284,808.887.6087,6,8,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,1,394,Waimea Middle School - PCS,Middle,211,,,FALSE
-158.0159578,21.3855161,94-465 Waipahu Street,Waipahu,96797,808.675.0150,http://waipahuelementary.org/,Oahu,Leeward,Aaron S  Tominaga,285,808.675.0121,K,6,Waipahu,Pearl City-Waipahu,0,274,Waipahu Elem School,Elementary,926,78,9,TRUE
-157.993451,21.38659501,94-1211 Farrington Highway,Waipahu,96797,808.675.0222,https://www.waipahuhigh.org/,Oahu,Leeward,Keith T  Hayashi,286,808.675.0257,9,12,Waipahu,Pearl City-Waipahu,0,277,Waipahu High School,High,2797,154,33,TRUE
-158.014552,21.38182442,94-445 Farrington Highway,Waipahu,96797,808.675.0177,http://www.waipahuintermediate.org,Oahu,Leeward,Randell T  Dunn,287,808.675.0181,7,8,Waipahu,Pearl City-Waipahu,0,278,Waipahu Inter School,Middle,1075,78,16,TRUE
-157.835275,21.29669575,1633 South King Street,Honolulu,96826,808.973.0177,http://www.washingtonms.k12.hi.us/,Oahu,Honolulu,Michael K  Harano,288,808.973.0181,6,8,Kaimuki,Kaimuki-McKinley-Roosevelt,0,152,Washington Middle School,Middle,593,54,9,TRUE
-157.922161,21.38108601,99-370 Paihi Street,Aiea,96701,808.483.7240,http://weblingpueo.org,Oahu,Central,Chad M  Matsuda,289,808.483.7242,K,6,Aiea,Aiea-Moanalua-Radford,0,235,Webling Elem School,Elementary,438,26,5,TRUE
-156.0320304,19.72579113,73-4460 Queen Kaahumanu Hwy.  PMB 503 Highway  Suite #105,Kailua-Kona,96740,808.327.4751,http://www.whea.net/,Hawaii,Hawaii,Heather Nakakura,290,808.327.4750,6,12,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,1,399,West Hawaii Explorations -PCS,Intermediate,276,,,FALSE
-158.0391414,21.48690592,1 Wheeler Army Air Field,Wahiawa,96786,808.305.9500,http://www.wheeler.k12.hi.us,Oahu,Central,Kendrick Kenji  Kakazu,291,808.622.6403,K,5,Leilehua,Leilehua-Mililani-Waialua,0,236,Wheeler Elem School,Elementary,620,55,8,TRUE
-158.03838,21.48679171,2 Wheeler Army Air Field,Wahiawa,96786,808.305.9000,http://www.wheelm.k12.hi.us/,Oahu,Central,Brenda L  Vierra-Chun,292,808.622.6529,6,8,Leilehua,Leilehua-Mililani-Waialua,0,237,Wheeler Middle School,Middle,644,50,10,TRUE
-159.3640643,21.97625839,4319 Hardy Street,Lihue,96766,808.274.3150,http://www.wilcox.k12.hi.us/,Kauai,Kauai,Corey Dean  Nakamura,293,808.274.3152,K,5,Kauai,Kapaa-Kauai-Waimea,0,463,Wilcox Elem School,Elementary,746,54,7,TRUE
-157.7849611,21.28155724,4945 Kilauea Avenue,Honolulu,96816,808.733.4740,http://wilsonschoolhawaii.org,Oahu,Honolulu,Ryan A  Amine,294,808.733.4746,K,5,Kalani,Farrington-Kaiser-Kalani,0,153,Wilson Elem School,Elementary,539,37,6,TRUE